client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent,bandwidth_per_client_kbps
1,228,264885037,1765496443693,1765496443693,0,0,1.0,0.0,12.64
1,229,264885087,1765496443743,1765496443744,1,51,0.0,0.0,12.64
1,230,264885141,1765496443797,1765496443797,0,53,0.0,0.0,12.64
1,231,264885194,1765496443850,1765496443850,0,53,0.0,1.2,12.64
1,232,264885248,1765496443904,1765496443905,1,55,0.0,1.1,12.64
1,233,264885302,1765496443958,1765496443959,1,54,0.0,0.0,12.64
1,234,264885356,1765496444012,1765496444013,1,54,0.0,1.2,12.64
1,235,264885411,1765496444067,1765496444067,0,54,0.0,0.0,12.64
1,236,264885465,1765496444121,1765496444121,0,54,0.0,0.0,12.64
1,237,264885519,1765496444175,1765496444175,0,54,1.0,0.0,12.64
1,238,264885573,1765496444228,1765496444229,1,54,0.0,0.0,12.64
1,239,264885627,1765496444283,1765496444283,0,54,0.0,0.0,12.64
1,240,264885680,1765496444336,1765496444336,0,53,0.0,0.0,12.64
1,241,264885734,1765496444390,1765496444390,0,54,0.0,1.1,12.64
1,242,264885788,1765496444444,1765496444444,0,54,0.0,0.0,12.64
1,243,264885842,1765496444498,1765496444498,0,54,0.0,1.1,12.64
1,244,264885894,1765496444550,1765496444551,1,53,0.0,2.4,12.64
1,245,264885945,1765496444601,1765496444601,0,50,0.0,2.4,12.64
1,246,264885997,1765496444653,1765496444653,0,52,0.0,1.2,12.64
1,247,264886048,1765496444704,1765496444704,0,51,1.0,2.5,12.64
1,248,264886099,1765496444755,1765496444756,1,52,0.0,1.2,12.64
1,249,264886152,1765496444808,1765496444809,1,53,0.0,0.0,12.64
1,250,264886207,1765496444862,1765496444863,1,54,0.0,1.1,12.64
1,251,264886260,1765496444916,1765496444916,0,53,0.0,2.4,12.64
1,252,264886313,1765496444969,1765496444970,1,54,0.0,0.0,12.64
1,253,264886366,1765496445022,1765496445022,0,52,0.0,0.0,12.64
1,254,264886419,1765496445075,1765496445076,1,54,0.0,0.0,12.64
1,255,264886471,1765496445127,1765496445128,1,52,0.0,0.0,12.64
1,256,264886524,1765496445180,1765496445180,0,52,1.0,0.0,12.64
1,257,264886575,1765496445231,1765496445232,1,52,0.0,0.0,12.64
1,258,264886628,1765496445284,1765496445284,0,52,0.0,0.0,12.64
1,259,264886679,1765496445335,1765496445336,1,52,0.0,2.4,12.64
1,260,264886731,1765496445387,1765496445387,0,51,0.0,1.2,12.64
1,261,264886782,1765496445438,1765496445439,1,52,0.0,0.0,12.64
1,262,264886833,1765496445489,1765496445489,0,50,0.0,6.2,12.64
1,263,264886885,1765496445541,1765496445541,0,52,0.0,2.4,12.64
1,264,264886937,1765496445593,1765496445594,1,53,0.0,0.0,12.64
1,265,264886988,1765496445644,1765496445644,0,50,0.0,3.6,12.64
1,266,264887038,1765496445694,1765496445695,1,51,1.0,2.5,12.64
1,267,264887089,1765496445745,1765496445746,1,51,0.0,0.0,12.64
1,268,264887141,1765496445797,1765496445797,0,51,0.0,1.2,12.64
1,269,264887192,1765496445848,1765496445849,1,52,0.0,1.2,12.64
1,270,264887243,1765496445899,1765496445900,1,51,0.0,0.0,12.64
1,271,264887295,1765496445951,1765496445951,0,51,0.0,0.0,12.64
1,272,264887347,1765496446003,1765496446003,0,52,0.0,1.2,12.64
1,273,264887398,1765496446054,1765496446055,1,52,0.0,1.2,12.64
1,274,264887451,1765496446107,1765496446107,0,52,0.0,2.4,12.64
1,275,264887503,1765496446159,1765496446159,0,52,0.0,1.2,12.64
1,276,264887556,1765496446212,1765496446212,0,53,1.0,0.0,12.64
1,277,264887607,1765496446263,1765496446263,0,51,0.0,0.0,12.64
1,278,264887659,1765496446315,1765496446315,0,52,0.0,0.0,12.64
1,279,264887710,1765496446366,1765496446366,0,51,0.0,1.2,12.64
1,280,264887762,1765496446418,1765496446418,0,52,0.0,0.0,12.64
1,281,264887813,1765496446469,1765496446470,1,52,0.0,1.2,12.64
1,282,264887866,1765496446522,1765496446522,0,52,0.0,1.2,12.64
1,283,264887918,1765496446574,1765496446574,0,52,0.0,1.2,12.64
1,284,264887969,1765496446625,1765496446626,1,52,0.0,2.4,12.64
1,285,264888021,1765496446677,1765496446677,0,51,0.0,1.2,12.64
1,286,264888074,1765496446730,1765496446730,0,53,1.0,0.0,12.64
1,287,264888127,1765496446783,1765496446784,1,54,0.0,1.2,12.64
1,288,264888180,1765496446836,1765496446836,0,52,0.0,0.0,12.64
1,289,264888231,1765496446887,1765496446887,0,51,0.0,0.0,12.64
1,290,264888283,1765496446939,1765496446939,0,52,0.0,1.2,12.64
1,291,264888336,1765496446992,1765496446992,0,53,0.0,0.0,12.64
1,292,264888388,1765496447044,1765496447044,0,52,0.0,0.0,12.64
1,293,264888440,1765496447096,1765496447097,1,53,0.0,0.0,12.64
1,294,264888492,1765496447148,1765496447148,0,51,0.0,1.2,12.64
1,295,264888545,1765496447201,1765496447202,1,54,1.0,3.4,12.64
1,296,264888596,1765496447252,1765496447253,1,51,0.0,0.0,12.64
1,297,264888649,1765496447305,1765496447305,0,52,0.0,2.4,12.64
1,298,264888700,1765496447355,1765496447356,1,51,0.0,2.4,12.64
1,299,264888752,1765496447408,1765496447408,0,52,0.0,0.0,12.64
1,300,264888803,1765496447459,1765496447459,0,51,0.0,0.0,12.64
1,301,264888854,1765496447510,1765496447510,0,51,0.0,3.7,12.64
