timestamp,snapshot_id,grid_flat
1765532911653,120,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,0
1765532911704,121,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,0
1765532911755,122,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,0
1765532911805,123,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,0
1765532911857,124,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,2
1765532911908,125,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,2
1765532911958,126,1,0,0,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,2
1765532912009,127,1,0,1,2,3,1,0,1,0,1,3,2,3,1,0,2,3,1,2,2,0,2,1,2,2
1765532912060,128,1,0,1,2,3,1,0,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912111,129,1,0,1,2,3,1,0,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912162,130,1,0,1,2,3,1,0,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912213,131,1,0,1,2,3,1,0,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912264,132,1,0,1,2,3,1,0,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912315,133,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,0,2,1,2,2
1765532912366,134,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912417,135,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912467,136,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912518,137,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912569,138,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912620,139,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912671,140,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912722,141,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912773,142,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912823,143,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912874,144,1,3,1,2,3,1,2,1,1,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
912569,138,1,0,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912620,139,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912671,140,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912722,141,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912773,142,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912823,143,1,3,1,2,3,1,2,1,0,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
1765532912874,144,1,3,1,2,3,1,2,1,1,1,3,2,3,1,3,2,3,1,2,2,3,2,1,2,2
