timestamp,player_id,row,col
1765534221.5925488,1,2,2
1765534221.6013396,1,2,2
1765534244.6260588,2,0,4
1765534245.2565181,2,1,4
1765534245.8465838,2,2,4
1765534245.8564646,2,2,4
1765534246.419917,2,4,3
1765534248.7453425,2,1,1
1765534248.753603,2,1,1
1765534249.2988157,2,1,0
1765534249.3070073,2,1,0
1765534249.926717,2,2,0
1765534250.5638607,2,3,0
1765534250.565319,2,3,0
1765534251.2118561,2,4,0
1765534251.2197955,2,4,0
1765534251.804159,2,4,1
1765534252.4106305,2,4,2
1765534253.0845792,2,4,4
1765534253.0850036,2,4,4
1765534253.788569,2,3,4
1765534253.795427,2,3,4
1765534254.4045293,2,3,3
1765534255.0312555,2,3,2
1765534256.2842898,2,3,1
1765534256.3158154,2,3,1
1765534257.3313134,2,2,1
1765534257.371771,2,2,1
1765534262.5502508,2,1,2
1765534263.098807,2,1,3
1765534263.7150407,2,2,3
1765534264.4088116,2,0,3
1765534264.4392097,2,0,3
1765534265.0156353,2,0,2
1765534265.045687,2,0,2
1765534265.9497209,2,0,1
1765534265.953836,2,0,1
1765534266.56817,2,0,0
