client_id,snapshot_id,seq_num,server_timestamp,recv_time,latency_ms
1,440,160,1765281426876,1765281426876,0
1,441,161,1765281426910,1765281426910,0
1,442,162,1765281426944,1765281426944,0
1,443,163,1765281426978,1765281426978,0
1,444,164,1765281427012,1765281427012,0
1,445,165,1765281427046,1765281427046,0
1,446,166,1765281427080,1765281427081,1
1,447,167,1765281427115,1765281427115,0
1,448,168,1765281427149,1765281427149,0
1,449,169,1765281427184,1765281427184,0
1,450,170,1765281427218,1765281427218,0
1,451,171,1765281427253,1765281427253,0
1,452,172,1765281427287,1765281427287,0
1,453,173,1765281427321,1765281427321,0
1,454,174,1765281427356,1765281427356,0
1,455,175,1765281427390,1765281427390,0
1,456,176,1765281427424,1765281427424,0
1,457,177,1765281427458,1765281427458,0
1,458,178,1765281427492,1765281427492,0
1,459,179,1765281427526,1765281427526,0
1,460,180,1765281427561,1765281427561,0
1,461,181,1765281427595,1765281427595,0
1,462,182,1765281427629,1765281427629,0
1,463,183,1765281427663,1765281427663,0
1,464,184,1765281427697,1765281427697,0
1,465,185,1765281427731,1765281427731,0
1,466,186,1765281427766,1765281427766,0
1,467,187,1765281427800,1765281427800,0
1,468,188,1765281427834,1765281427834,0
1,469,189,1765281427868,1765281427868,0
1,470,190,1765281427903,1765281427903,0
1,471,191,1765281427937,1765281427937,0
1,472,192,1765281427972,1765281427972,0
1,473,193,1765281428006,1765281428006,0
1,474,194,1765281428040,1765281428040,0
1,475,195,1765281428074,1765281428074,0
1,476,196,1765281428108,1765281428108,0
1,477,197,1765281428143,1765281428143,0
1,478,198,1765281428177,1765281428177,0
1,479,199,1765281428211,1765281428211,0
1,480,200,1765281428245,1765281428245,0
1,481,201,1765281428280,1765281428280,0
1,482,202,1765281428314,1765281428314,0
1,483,203,1765281428348,1765281428348,0
1,484,204,1765281428383,1765281428383,0
1,485,205,1765281428417,1765281428417,0
1,486,206,1765281428451,1765281428451,0
1,487,207,1765281428485,1765281428485,0
1,488,208,1765281428519,1765281428519,0
1,489,209,1765281428553,1765281428553,0
1,490,210,1765281428587,1765281428587,0
1,491,211,1765281428621,1765281428621,0
1,492,212,1765281428656,1765281428656,0
1,493,213,1765281428690,1765281428690,0
1,494,214,1765281428724,1765281428724,0
1,495,215,1765281428758,1765281428758,0
1,496,216,1765281428792,1765281428792,0
1,497,217,1765281428826,1765281428826,0
1,498,218,1765281428860,1765281428860,0
1,499,219,1765281428895,1765281428895,0
1,500,220,1765281428929,1765281428929,0
1,501,221,1765281428963,1765281428963,0
1,502,222,1765281428997,1765281428997,0
1,503,223,1765281429031,1765281429031,0
1,504,224,1765281429065,1765281429065,0
1,505,225,1765281429099,1765281429099,0
1,506,226,1765281429133,1765281429133,0
1,507,227,1765281429167,1765281429167,0
1,508,228,1765281429202,1765281429202,0
1,509,229,1765281429236,1765281429236,0
1,510,230,1765281429270,1765281429270,0
1,511,231,1765281429305,1765281429305,0
1,512,232,1765281429339,1765281429339,0
1,513,233,1765281429373,1765281429373,0
1,514,234,1765281429407,1765281429407,0
1,515,235,1765281429441,1765281429441,0
1,516,236,1765281429476,1765281429476,0
1,517,237,1765281429509,1765281429509,0
1,518,238,1765281429543,1765281429543,0
1,519,239,1765281429577,1765281429577,0
1,520,240,1765281429611,1765281429611,0
1,521,241,1765281429645,1765281429645,0
1,522,242,1765281429679,1765281429679,0
1,523,243,1765281429714,1765281429714,0
1,524,244,1765281429748,1765281429748,0
1,525,245,1765281429782,1765281429782,0
1,526,246,1765281429817,1765281429817,0
1,527,247,1765281429851,1765281429851,0
1,528,248,1765281429885,1765281429885,0
1,529,249,1765281429919,1765281429919,0
1,530,250,1765281429953,1765281429953,0
1,531,251,1765281429987,1765281429987,0
1,532,252,1765281430022,1765281430022,0
1,533,253,1765281430056,1765281430056,0
1,534,254,1765281430090,1765281430090,0
1,535,255,1765281430125,1765281430125,0
1,536,256,1765281430159,1765281430159,0
1,537,257,1765281430194,1765281430194,0
1,538,258,1765281430228,1765281430228,0
1,539,259,1765281430262,1765281430262,0
1,540,260,1765281430297,1765281430297,0
1,541,261,1765281430331,1765281430331,0
1,542,262,1765281430365,1765281430365,0
1,543,263,1765281430400,1765281430400,0
1,544,264,1765281430434,1765281430434,0
1,545,265,1765281430468,1765281430468,0
1,546,266,1765281430503,1765281430503,0
1,547,267,1765281430537,1765281430537,0
1,548,268,1765281430571,1765281430571,0
1,549,269,1765281430606,1765281430606,0
1,550,270,1765281430640,1765281430640,0
1,551,271,1765281430674,1765281430674,0
1,552,272,1765281430708,1765281430708,0
1,553,273,1765281430742,1765281430742,0
1,554,274,1765281430777,1765281430777,0
1,555,275,1765281430811,1765281430811,0
1,556,276,1765281430846,1765281430846,0
1,557,277,1765281430880,1765281430880,0
1,558,278,1765281430914,1765281430914,0
1,559,279,1765281430948,1765281430948,0
1,560,280,1765281430983,1765281430983,0
1,561,281,1765281431017,1765281431017,0
1,562,282,1765281431051,1765281431051,0
1,563,283,1765281431086,1765281431086,0
1,564,284,1765281431120,1765281431120,0
1,565,285,1765281431154,1765281431154,0
1,566,286,1765281431188,1765281431188,0
1,567,287,1765281431222,1765281431222,0
1,568,288,1765281431257,1765281431257,0
1,569,289,1765281431291,1765281431291,0
1,570,290,1765281431325,1765281431325,0
1,571,291,1765281431359,1765281431359,0
1,572,292,1765281431393,1765281431393,0
1,573,293,1765281431428,1765281431428,0
1,574,294,1765281431462,1765281431462,0
1,575,295,1765281431495,1765281431495,0
1,576,296,1765281431529,1765281431529,0
1,577,297,1765281431564,1765281431564,0
1,578,298,1765281431598,1765281431598,0
1,579,299,1765281431633,1765281431633,0
1,580,300,1765281431667,1765281431667,0
1,581,301,1765281431701,1765281431701,0
1,582,302,1765281431735,1765281431735,0
1,583,303,1765281431769,1765281431769,0
1,584,304,1765281431804,1765281431804,0
1,585,305,1765281431838,1765281431838,0
1,586,306,1765281431872,1765281431872,0
1,587,307,1765281431907,1765281431907,0
1,588,308,1765281431941,1765281431941,0
1,589,309,1765281431976,1765281431976,0
1,590,310,1765281432010,1765281432010,0
1,591,311,1765281432044,1765281432044,0
1,592,312,1765281432078,1765281432078,0
1,593,313,1765281432112,1765281432112,0
1,594,314,1765281432146,1765281432146,0
1,595,315,1765281432181,1765281432181,0
1,596,316,1765281432215,1765281432215,0
1,597,317,1765281432249,1765281432249,0
1,598,318,1765281432283,1765281432283,0
1,599,319,1765281432318,1765281432318,0
1,600,320,1765281432352,1765281432352,0
1,601,321,1765281432386,1765281432386,0
1,602,322,1765281432420,1765281432420,0
1,603,323,1765281432454,1765281432455,1
1,604,324,1765281432489,1765281432489,0
1,605,325,1765281432524,1765281432524,0
1,606,326,1765281432558,1765281432558,0
1,607,327,1765281432593,1765281432593,0
1,608,328,1765281432627,1765281432627,0
1,609,329,1765281432661,1765281432661,0
1,610,330,1765281432695,1765281432695,0
1,611,331,1765281432729,1765281432729,0
1,612,332,1765281432764,1765281432764,0
1,613,333,1765281432798,1765281432798,0
1,614,334,1765281432832,1765281432832,0
1,615,335,1765281432866,1765281432866,0
1,616,336,1765281432901,1765281432901,0
1,617,337,1765281432935,1765281432935,0
1,618,338,1765281432969,1765281432969,0
1,619,339,1765281433003,1765281433003,0
1,620,340,1765281433038,1765281433038,0
1,621,341,1765281433072,1765281433072,0
1,622,342,1765281433107,1765281433107,0
1,623,343,1765281433141,1765281433141,0
1,624,344,1765281433175,1765281433175,0
1,625,345,1765281433209,1765281433209,0
1,626,346,1765281433243,1765281433243,0
1,627,347,1765281433278,1765281433278,0
1,628,348,1765281433312,1765281433312,0
1,629,349,1765281433346,1765281433346,0
1,630,350,1765281433381,1765281433381,0
1,631,351,1765281433415,1765281433415,0
1,632,352,1765281433449,1765281433449,0
1,633,353,1765281433484,1765281433484,0
1,634,354,1765281433518,1765281433518,0
1,635,355,1765281433553,1765281433553,0
1,636,356,1765281433587,1765281433587,0
1,637,357,1765281433621,1765281433621,0
1,638,358,1765281433655,1765281433655,0
1,639,359,1765281433690,1765281433690,0
1,640,360,1765281433724,1765281433724,0
1,641,361,1765281433758,1765281433758,0
1,642,362,1765281433791,1765281433791,0
1,643,363,1765281433825,1765281433825,0
1,644,364,1765281433860,1765281433860,0
1,645,365,1765281433894,1765281433894,0
1,646,366,1765281433929,1765281433929,0
1,647,367,1765281433963,1765281433963,0
1,648,368,1765281433997,1765281433997,0
1,649,369,1765281434031,1765281434031,0
1,650,370,1765281434066,1765281434066,0
1,651,371,1765281434100,1765281434100,0
1,652,372,1765281434135,1765281434135,0
1,653,373,1765281434169,1765281434169,0
1,654,374,1765281434203,1765281434203,0
1,655,375,1765281434237,1765281434237,0
1,656,376,1765281434271,1765281434271,0
1,657,377,1765281434305,1765281434305,0
1,658,378,1765281434339,1765281434339,0
1,659,379,1765281434374,1765281434374,0
1,660,380,1765281434408,1765281434408,0
1,661,381,1765281434442,1765281434442,0
1,662,382,1765281434476,1765281434476,0
1,663,383,1765281434511,1765281434511,0
1,664,384,1765281434545,1765281434545,0
1,665,385,1765281434579,1765281434579,0
1,666,386,1765281434613,1765281434613,0
1,667,387,1765281434647,1765281434647,0
1,668,388,1765281434681,1765281434681,0
1,669,389,1765281434715,1765281434715,0
1,670,390,1765281434749,1765281434749,0
1,671,391,1765281434783,1765281434783,0
1,672,392,1765281434818,1765281434818,0
1,673,393,1765281434852,1765281434852,0
1,674,394,1765281434887,1765281434887,0
1,675,395,1765281434921,1765281434921,0
1,676,396,1765281434955,1765281434955,0
1,677,397,1765281434989,1765281434990,1
1,678,398,1765281435024,1765281435024,0
1,679,399,1765281435058,1765281435058,0
1,680,400,1765281435093,1765281435093,0
1,681,401,1765281435127,1765281435127,0
1,682,402,1765281435161,1765281435161,0
1,683,403,1765281435196,1765281435196,0
1,684,404,1765281435230,1765281435230,0
1,685,405,1765281435264,1765281435264,0
1,686,406,1765281435299,1765281435299,0
1,687,407,1765281435333,1765281435333,0
1,688,408,1765281435367,1765281435367,0
1,689,409,1765281435402,1765281435402,0
1,690,410,1765281435436,1765281435436,0
1,691,411,1765281435470,1765281435470,0
1,692,412,1765281435505,1765281435505,0
1,693,413,1765281435539,1765281435539,0
1,694,414,1765281435573,1765281435573,0
1,695,415,1765281435607,1765281435607,0
1,696,416,1765281435641,1765281435641,0
1,697,417,1765281435676,1765281435676,0
1,698,418,1765281435710,1765281435710,0
1,699,419,1765281435744,1765281435744,0
1,700,420,1765281435778,1765281435778,0
1,701,421,1765281435813,1765281435813,0
1,702,422,1765281435847,1765281435847,0
1,703,423,1765281435882,1765281435882,0
1,704,424,1765281435916,1765281435916,0
1,705,425,1765281435950,1765281435950,0
1,706,426,1765281435984,1765281435984,0
1,707,427,1765281436020,1765281436020,0
1,708,428,1765281436054,1765281436054,0
1,709,429,1765281436088,1765281436088,0
1,710,430,1765281436122,1765281436122,0
1,711,431,1765281436157,1765281436157,0
1,712,432,1765281436191,1765281436191,0
1,713,433,1765281436225,1765281436225,0
1,714,434,1765281436259,1765281436259,0
1,715,435,1765281436296,1765281436296,0
1,716,436,1765281436330,1765281436330,0
1,717,437,1765281436364,1765281436364,0
1,718,438,1765281436399,1765281436399,0
1,719,439,1765281436433,1765281436433,0
1,720,440,1765281436467,1765281436467,0
1,721,441,1765281436501,1765281436501,0
1,722,442,1765281436536,1765281436536,0
1,723,443,1765281436570,1765281436570,0
1,724,444,1765281436605,1765281436605,0
1,725,445,1765281436639,1765281436639,0
1,726,446,1765281436674,1765281436674,0
1,727,447,1765281436708,1765281436708,0
1,728,448,1765281436743,1765281436743,0
1,729,449,1765281436777,1765281436777,0
1,730,450,1765281436812,1765281436812,0
1,731,451,1765281436846,1765281436846,0
1,732,452,1765281436880,1765281436880,0
1,733,453,1765281436914,1765281436914,0
1,734,454,1765281436949,1765281436949,0
1,735,455,1765281436983,1765281436983,0
1,736,456,1765281437017,1765281437017,0
1,737,457,1765281437051,1765281437051,0
1,738,458,1765281437085,1765281437085,0
1,739,459,1765281437120,1765281437120,0
1,740,460,1765281437154,1765281437154,0
1,741,461,1765281437188,1765281437188,0
1,742,462,1765281437222,1765281437222,0
1,743,463,1765281437256,1765281437256,0
1,744,464,1765281437291,1765281437291,0
1,745,465,1765281437325,1765281437325,0
1,746,466,1765281437360,1765281437360,0
1,747,467,1765281437394,1765281437394,0
1,748,468,1765281437428,1765281437428,0
1,749,469,1765281437462,1765281437462,0
1,750,470,1765281437496,1765281437496,0
1,751,471,1765281437530,1765281437530,0
1,752,472,1765281437565,1765281437565,0
1,753,473,1765281437599,1765281437599,0
1,754,474,1765281437633,1765281437633,0
1,755,475,1765281437668,1765281437668,0
1,756,476,1765281437702,1765281437702,0
1,757,477,1765281437736,1765281437736,0
1,758,478,1765281437771,1765281437771,0
1,759,479,1765281437805,1765281437805,0
1,760,480,1765281437839,1765281437839,0
1,761,481,1765281437873,1765281437873,0
1,762,482,1765281437907,1765281437907,0
1,763,483,1765281437942,1765281437942,0
1,764,484,1765281437976,1765281437976,0
1,765,485,1765281438010,1765281438010,0
1,766,486,1765281438044,1765281438044,0
1,767,487,1765281438079,1765281438079,0
1,768,488,1765281438113,1765281438113,0
1,769,489,1765281438148,1765281438148,0
1,770,490,1765281438182,1765281438182,0
1,771,491,1765281438216,1765281438216,0
1,772,492,1765281438250,1765281438250,0
1,773,493,1765281438284,1765281438284,0
1,774,494,1765281438318,1765281438318,0
1,775,495,1765281438353,1765281438353,0
1,776,496,1765281438387,1765281438387,0
1,777,497,1765281438421,1765281438421,0
1,778,498,1765281438455,1765281438455,0
1,779,499,1765281438489,1765281438489,0
1,780,500,1765281438523,1765281438523,0
1,781,501,1765281438558,1765281438558,0
1,782,502,1765281438592,1765281438592,0
1,783,503,1765281438626,1765281438626,0
