timestamp,player_id,row,col
1765532865.0049617,1,3,4
1765532865.1015255,2,3,2
1765532865.3081634,1,4,1
1765532865.4279299,3,3,3
1765532865.584933,2,1,2
1765532865.6279473,1,0,1
1765532865.8590937,3,0,2
1765532865.9058082,1,4,3
1765532865.991839,2,1,0
1765532866.1842551,3,3,0
1765532866.3590982,1,4,4
1765532866.3974283,3,0,3
1765532866.4118483,2,3,1
1765532866.6714275,3,4,2
1765532866.737419,2,0,4
1765532866.8804502,1,1,3
1765532866.9508913,3,1,4
1765532867.2227666,1,2,3
1765532867.2907333,3,2,0
1765532867.5080483,1,2,1
1765532867.629441,2,0,0
1765532867.6855557,3,2,2
1765532867.882047,2,4,0
1765532867.9325042,3,1,1
1765532867.967337,1,2,4
