timestamp,player_id,row,col
1765532776.616346,1,0,4
1765532776.9776125,1,4,3
1765532777.075552,2,2,3
1765532777.38697,3,3,3
1765532777.476869,1,2,0
1765532777.5488007,2,0,1
1765532777.6141803,3,3,4
1765532777.8993156,2,1,1
1765532777.9659953,1,1,2
1765532777.996981,3,4,2
1765532778.129065,2,2,1
1765532778.43664,1,0,2
1765532778.4453874,3,0,0
1765532778.5555038,2,4,0
1765532778.7903113,3,1,0
1765532778.804192,2,4,4
1765532778.923457,1,3,1
1765532779.1124253,3,2,2
1765532779.1441646,2,1,4
1765532779.3041468,1,1,3
1765532779.5836706,2,3,0
1765532779.609029,3,2,4
1765532779.7813778,1,4,1
1765532779.851448,2,0,3
1765532780.0002902,3,3,2
